,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
977,0.795,0.705,5,-8.552,0,0.0715,0.00118,0.00658,0.136,0.482,100.025,235800,4,5
978,0.673,0.593,2,-6.847,1,0.0391,0.115,0.0,0.105,0.693,121.952,147726,4,1
979,0.503,0.614,7,-7.814,1,0.0283,0.123,0.023,0.17,0.313,111.148,147000,4,9
980,0.799,0.903,11,-3.366,0,0.0449,0.00106,0.0,0.166,0.963,128.926,192227,4,5
981,0.727,0.382,7,-11.786,1,0.0408,0.664,0.0,0.076,0.62,108.213,146469,4,0
982,0.687,0.469,1,-10.015,1,0.0274,0.175,0.0,0.076,0.654,99.757,172907,4,1
983,0.567,0.672,10,-7.666,1,0.0336,0.75,0.0837,0.367,0.79,126.509,162320,4,0
984,0.683,0.71,9,-7.445,1,0.114,0.403,0.0,0.086,0.931,128.181,142333,4,0
985,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,247067,4,1
986,0.745,0.757,7,-5.641,1,0.0367,0.166,0.000872,0.102,0.867,134.072,149640,4,3
987,0.741,0.894,4,-3.826,1,0.0496,0.0814,0.0527,0.089,0.96,114.879,202853,4,3
988,0.378,0.682,10,-10.228,1,0.124,0.0777,2.83e-06,0.0573,0.89,185.273,166507,4,10
989,0.849,0.499,2,-7.872,1,0.271,0.117,4.97e-05,0.268,0.504,92.982,359973,4,4
990,0.519,0.422,4,-8.732,1,0.0282,0.864,0.0,0.332,0.803,128.956,147227,4,0
991,0.704,0.621,3,-11.956,1,0.0328,0.829,0.0745,0.0908,0.968,129.853,157453,4,0
992,0.604,0.315,9,-8.919,1,0.0286,0.945,8.37e-06,0.138,0.538,106.393,162133,4,2
993,0.725,0.494,1,-13.026,1,0.0436,0.179,4.77e-05,0.0901,0.628,118.237,207679,4,1
994,0.746,0.677,8,-7.128,0,0.0369,0.106,5.08e-06,0.123,0.814,95.601,172587,4,5
995,0.837,0.703,9,-9.385,0,0.0415,0.415,2.73e-05,0.153,0.914,121.556,245480,4,5
996,0.461,0.339,10,-7.121,1,0.0289,0.838,0.0,0.145,0.33,108.754,148253,4,2
997,0.783,0.573,7,-8.521,1,0.0462,0.177,8.5e-05,0.043,0.789,122.744,261893,4,3
998,0.37,0.418,2,-11.305,1,0.0266,0.303,0.0,0.0832,0.926,177.576,207986,4,10
999,0.529,0.878,9,-3.957,1,0.0534,0.00347,0.0,0.101,0.397,144.973,211653,4,3
1000,0.665,0.508,5,-11.05,0,0.038,0.696,0.0,0.179,0.608,128.187,160733,4,8
1001,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693,4,5
1002,0.726,0.506,10,-12.77,1,0.0239,0.213,3.32e-05,0.332,0.72,96.5,222133,4,0
1003,0.48,0.529,6,-7.825,1,0.0275,0.17,4.27e-06,0.257,0.469,81.527,295480,4,9
1004,0.546,0.494,4,-10.39,1,0.034,0.787,0.000111,0.453,0.44,75.655,140467,4,2
1005,0.651,0.812,1,-6.912,1,0.239,0.33,0.000131,0.0833,0.927,189.684,166386,4,10
1006,0.679,0.482,1,-10.147,1,0.244,0.717,7.22e-05,0.134,0.683,175.948,204693,4,4
1007,0.652,0.44,0,-11.474,0,0.0315,0.723,5.79e-06,0.103,0.711,106.863,175867,4,8
1008,0.821,0.548,10,-11.051,0,0.0556,0.063,0.000338,0.264,0.972,131.124,307627,4,5
1009,0.531,0.737,5,-5.497,0,0.0512,0.485,0.0,0.124,0.843,114.59,167253,4,5
1010,0.513,0.861,9,-6.446,1,0.0402,0.681,3.94e-05,0.29,0.951,173.72,164133,4,10
1011,0.549,0.805,3,-7.436,1,0.0368,0.398,1.29e-06,0.0938,0.969,160.753,150160,4,10
1012,0.513,0.468,2,-10.992,1,0.0401,0.281,5.47e-05,0.14,0.69,93.032,269787,4,9
1013,0.766,0.541,9,-6.42,0,0.0367,0.093,5.84e-06,0.208,0.65,115.071,168453,4,5
1014,0.589,0.368,0,-12.979,1,0.0264,0.475,0.0,0.108,0.523,89.626,201400,4,2
1015,0.715,0.747,9,-4.068,0,0.0289,0.0646,0.00285,0.0544,0.774,120.739,184627,4,5
1016,0.601,0.643,2,-5.828,1,0.0314,0.112,0.00209,0.088,0.552,128.262,239600,4,1
1017,0.568,0.512,3,-12.223,1,0.0764,0.822,1.14e-05,0.0941,0.892,177.144,150493,4,10
1018,0.686,0.856,0,-3.359,1,0.0956,0.188,0.0,0.0724,0.694,117.951,267760,4,1
1019,0.846,0.521,0,-10.821,1,0.0481,0.096,4.12e-06,0.0919,0.776,101.653,195293,4,1
1020,0.338,0.45,0,-6.219,1,0.0245,0.306,0.0,0.292,0.337,79.383,258133,4,9
1021,0.838,0.66,1,-6.388,0,0.195,0.107,0.0,0.115,0.888,95.493,279000,4,5
1022,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,4,3
1023,0.347,0.177,0,-15.365,1,0.0326,0.849,0.00231,0.113,0.444,196.501,227624,3,11
1024,0.185,0.224,0,-9.357,1,0.0335,0.943,0.0,0.0866,0.0874,74.001,213840,3,11
1025,0.62,0.556,5,-12.044,1,0.0336,0.184,0.0,0.301,0.592,119.172,159107,4,0
1026,0.619,0.654,3,-8.46,1,0.0652,0.611,0.0,0.144,0.688,134.293,181493,4,0
1027,0.572,0.725,7,-4.196,1,0.0304,0.599,0.0,0.575,0.876,131.977,169280,4,7
1028,0.561,0.654,5,-10.102,1,0.0869,0.255,0.0,0.0979,0.886,79.05,245307,4,1
1029,0.507,0.32,5,-12.472,1,0.0305,0.881,2.59e-05,0.153,0.575,130.565,160133,3,11
1030,0.635,0.925,0,-3.59,1,0.0343,0.212,0.000185,0.0857,0.966,128.611,229040,4,1
1031,0.526,0.37,3,-10.535,1,0.025,0.722,0.0,0.157,0.251,76.002,244667,4,2
1032,0.293,0.825,1,-6.252,1,0.0651,0.346,0.0,0.166,0.839,167.699,111360,4,10
1033,0.709,0.745,4,-6.437,0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,234360,4,5
1034,0.655,0.837,11,-6.04,0,0.0723,0.0262,5.85e-06,0.0454,0.66,91.014,253613,4,5
1035,0.519,0.85,9,-6.777,1,0.0678,0.0457,0.0,0.233,0.749,123.419,189680,4,3
1036,0.675,0.74,2,-5.551,1,0.052,0.633,0.0,0.149,0.836,123.651,158000,4,0
1037,0.407,0.952,5,-4.019,0,0.163,0.547,0.374,0.873,0.297,138.475,167747,4,7
1038,0.84,0.4,1,-10.508,1,0.145,0.461,0.0,0.0612,0.467,99.984,169927,4,0
1039,0.771,0.688,10,-10.558,0,0.0396,0.232,0.0,0.298,0.906,102.653,203133,4,5
1040,0.925,0.58,0,-8.987,1,0.0547,0.00128,0.458,0.112,0.218,122.671,245413,4,6
1041,0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436,230387,4,9
1042,0.787,0.86,1,-4.974,1,0.0344,0.364,0.041,0.0612,0.862,109.154,214933,4,1
1043,0.693,0.324,11,-15.085,1,0.205,0.796,0.0,0.246,0.382,144.14,158307,4,2
1044,0.384,0.315,9,-13.11,1,0.0351,0.862,0.0,0.399,0.695,176.856,125226,4,10
1045,0.786,0.506,9,-10.219,1,0.0627,0.521,0.0,0.563,0.738,134.378,129280,4,7
1046,0.539,0.544,0,-13.569,1,0.0397,0.545,0.634,0.506,0.534,116.524,165400,4,6
1047,0.454,0.383,7,-8.186,1,0.0247,0.85,2.85e-05,0.11,0.175,75.929,329720,4,2
1048,0.644,0.459,9,-11.702,1,0.0322,0.657,0.0,0.0876,0.852,92.801,137493,4,0
1049,0.45,0.329,0,-15.467,0,0.0508,0.588,0.271,0.124,0.753,173.192,178880,4,8
1050,0.531,0.841,7,-7.873,1,0.0397,0.496,0.567,0.328,0.527,92.508,214653,4,6
1051,0.629,0.897,2,-3.401,1,0.0483,0.0424,0.0,0.263,0.93,161.944,168253,4,10
1052,0.661,0.394,1,-9.032,1,0.0318,0.401,0.0,0.119,0.107,137.954,204333,4,9
1053,0.612,0.627,0,-8.64,1,0.0347,0.583,1.03e-05,0.1,0.468,118.132,142613,4,0
1054,0.758,0.638,8,-13.01,0,0.0378,0.00486,0.0141,0.0938,0.984,136.502,320840,4,5
1055,0.544,0.509,1,-13.315,1,0.0387,0.761,0.0,0.485,0.635,125.971,127267,4,7
1056,0.646,0.623,8,-8.82,0,0.0337,0.274,0.0,0.086,0.978,120.651,219573,4,5
1057,0.691,0.762,11,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111,187533,4,5
1058,0.575,0.648,7,-4.747,1,0.0333,0.0391,0.0,0.364,0.494,91.974,213587,4,3
1059,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,206400,4,4
1060,0.799,0.623,0,-9.374,1,0.0812,0.0141,0.0,0.43,0.773,103.649,238800,4,1
1061,0.463,0.718,1,-9.658,0,0.0736,0.388,0.0,0.392,0.791,102.015,233293,4,8
1062,0.65,0.733,0,-5.503,1,0.275,0.542,0.0,0.396,0.854,120.794,198067,4,4
1063,0.518,0.839,2,-3.904,1,0.0406,0.0359,0.0,0.0817,0.935,179.098,139280,4,10
1064,0.546,0.656,0,-11.521,0,0.0649,0.198,1.79e-06,0.0813,0.794,121.045,218773,4,8
1065,0.613,0.626,5,-6.993,1,0.0391,0.382,0.781,0.118,0.641,115.277,294000,4,6
1066,0.577,0.254,4,-10.13,0,0.0302,0.915,0.0,0.136,0.472,96.77,162467,4,8
1067,0.347,0.608,8,-11.504,1,0.0316,0.228,0.0,0.652,0.815,170.389,168880,4,7
1068,0.581,0.143,9,-16.273,1,0.0401,0.65,0.0,0.104,0.469,144.605,208560,4,2
1069,0.59,0.568,5,-11.295,1,0.0805,0.832,0.0,0.272,0.777,144.572,117600,4,0
1070,0.786,0.803,0,-12.7,1,0.0313,0.257,0.793,0.044,0.964,125.841,136853,4,6
1071,0.576,0.285,1,-14.294,1,0.0323,0.667,0.0,0.279,0.453,129.146,203012,4,2
1072,0.389,0.36,2,-12.884,1,0.0279,0.766,0.0,0.48,0.439,81.869,155040,4,2
1073,0.317,0.588,3,-7.256,1,0.0428,0.336,0.0,0.0994,0.451,61.008,185960,4,9
1074,0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0222,0.279,0.797,124.916,343400,4,3
1075,0.467,0.827,9,-6.858,1,0.0967,0.263,0.778,0.194,0.562,146.045,210187,4,6
1076,0.792,0.411,5,-12.384,0,0.033,0.786,0.00212,0.0499,0.41,101.976,322173,4,8
1077,0.571,0.244,11,-17.136,1,0.0412,0.363,0.0,0.238,0.453,103.683,140053,4,2
1078,0.553,0.398,3,-11.67,1,0.0303,0.664,0.0,0.114,0.392,76.074,229227,4,2
1079,0.667,0.549,2,-10.651,1,0.0276,0.092,0.0056,0.242,0.804,117.97,303333,4,1
1080,0.315,0.868,2,-6.02,1,0.0479,9.28e-05,1.89e-06,0.113,0.289,146.304,294600,4,9
1081,0.604,0.377,5,-12.179,1,0.0358,0.651,2.37e-06,0.103,0.9,128.523,153707,4,0
1082,0.73,0.738,4,-4.583,1,0.0736,0.222,0.0,0.391,0.867,138.208,302040,4,3
1083,0.621,0.413,4,-12.274,1,0.0348,0.602,4.88e-06,0.145,0.338,139.491,310747,4,9
1084,0.461,0.924,4,-7.047,0,0.0449,0.0123,0.0,0.0342,0.68,155.829,270067,4,5
1085,0.8,0.496,7,-7.135,1,0.0506,0.000298,0.0,0.0697,0.357,128.29,256347,4,9
1086,0.706,0.44,4,-11.577,1,0.0493,0.763,0.0,0.0958,0.395,90.012,292933,4,2
1087,0.502,0.451,4,-7.423,0,0.0438,0.283,0.0,0.154,0.531,140.474,216800,4,8
1088,0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165,187013,4,10
1089,0.447,0.676,9,-6.536,1,0.028,0.152,0.0,0.104,0.653,97.076,119667,4,3
1090,0.661,0.614,0,-10.305,1,0.0386,0.433,8.71e-06,0.105,0.762,113.904,170120,4,1
1091,0.726,0.568,7,-8.358,0,0.0298,0.179,0.0,0.0488,0.631,91.906,274333,4,5
1092,0.629,0.308,2,-11.671,1,0.0318,0.638,1.71e-05,0.0645,0.241,139.957,232573,4,2
1093,0.552,0.463,2,-11.568,1,0.106,0.608,0.0,0.323,0.909,198.372,137107,4,10
1094,0.433,0.208,2,-12.817,1,0.0304,0.763,0.0,0.34,0.417,74.898,146533,4,2
1095,0.489,0.321,9,-13.283,1,0.0301,0.712,2.17e-06,0.0372,0.224,121.539,280800,4,2
1096,0.68,0.57,3,-12.388,1,0.0958,0.652,1.18e-05,0.0565,0.966,115.894,194640,4,0
1097,0.607,0.794,0,-5.156,1,0.0491,0.1,0.0,0.0815,0.821,81.326,231440,4,1
1098,0.263,0.871,2,-7.496,1,0.131,0.106,0.0,0.363,0.622,206.68,278960,4,10
1099,0.683,0.739,11,-12.831,0,0.0495,4.91e-05,0.0122,0.293,0.836,122.113,170467,4,5
1100,0.492,0.219,5,-17.94,1,0.0276,0.227,0.000316,0.109,0.209,82.189,242027,4,2
1101,0.574,0.397,9,-10.554,1,0.0348,0.806,2.66e-05,0.312,0.447,72.297,185899,4,2
1102,0.714,0.46,9,-11.803,1,0.0317,0.446,0.000144,0.3,0.964,127.427,136947,4,0
1103,0.347,0.365,4,-14.744,1,0.0361,0.37,9.92e-05,0.208,0.437,146.994,200400,4,2
1104,0.876,0.592,11,-9.735,0,0.0647,0.0634,0.00247,0.106,0.877,125.549,335160,4,5
1105,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4,5
1106,0.188,0.385,4,-9.064,0,0.0306,0.431,0.304,0.127,0.14,156.367,269267,3,11
1107,0.796,0.515,8,-8.083,0,0.0276,0.245,0.00196,0.0515,0.9,93.278,292067,4,5
1108,0.573,0.687,9,-11.829,1,0.034,0.29,0.00385,0.122,0.962,151.025,127400,4,0
1109,0.791,0.658,7,-11.128,1,0.0445,0.00653,0.0,0.0472,0.842,120.066,245000,4,3
1110,0.29,0.623,1,-9.959,0,0.038,0.108,2.39e-05,0.187,0.422,99.126,333600,4,9
1111,0.569,0.572,2,-6.251,0,0.0326,0.37,5.87e-06,0.0729,0.411,140.173,163573,4,8
1112,0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,78.696,138200,4,7
1113,0.578,0.744,2,-9.207,1,0.054,0.00783,0.000333,0.0464,0.531,180.323,302093,4,10
1114,0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,131867,4,10
1115,0.678,0.524,5,-9.679,1,0.0708,0.53,2.46e-05,0.153,0.891,148.246,198333,4,0
1116,0.671,0.283,1,-14.415,1,0.0317,0.788,0.513,0.11,0.883,117.666,143840,4,6
1117,0.655,0.54,9,-6.482,1,0.0516,0.268,0.0,0.068,0.43,79.983,207507,4,3
1118,0.537,0.413,5,-9.949,0,0.0366,0.604,0.0,0.16,0.22,127.77,195693,4,8
1119,0.667,0.173,8,-16.231,1,0.0298,0.634,0.0,0.128,0.296,106.115,189240,3,11
1120,0.663,0.628,1,-13.532,1,0.0479,0.787,0.871,0.118,0.963,92.07,117093,4,6
1121,0.835,0.805,1,-2.545,1,0.033,0.0166,0.0,0.345,0.891,122.98,243133,4,1
1122,0.542,0.862,5,-8.361,1,0.0667,0.245,1.69e-06,0.13,0.9,149.545,119800,4,10
1123,0.687,0.71,9,-5.84,1,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,216880,4,3
1124,0.449,0.912,11,-8.162,0,0.306,0.153,0.000354,0.495,0.614,119.332,172467,4,4
1125,0.756,0.808,5,-3.655,1,0.0541,0.0175,3.67e-06,0.66,0.638,109.902,264847,4,7
1126,0.88,0.766,6,-4.071,1,0.301,0.057,0.0,0.0414,0.658,106.034,257000,4,4
1127,0.551,0.479,10,-9.2,1,0.0301,0.898,0.0901,0.148,0.577,130.248,231732,4,0
1128,0.397,0.23,9,-13.773,1,0.03,0.899,0.0,0.233,0.578,101.213,168413,4,2
1129,0.262,0.527,2,-8.984,1,0.0392,0.525,0.0,0.0695,0.536,111.694,170333,3,11
1130,0.642,0.703,10,-11.128,1,0.067,0.0823,0.0,0.14,0.91,139.299,147533,4,3
1131,0.635,0.53,0,-11.179,1,0.0333,0.817,0.000108,0.341,0.808,131.188,192920,4,0
1132,0.611,0.814,4,-10.446,0,0.0552,0.157,0.00846,0.0648,0.743,111.221,267800,4,5
1133,0.379,0.186,0,-13.889,1,0.0339,0.235,5.24e-05,0.0915,0.458,83.577,171787,4,2
1134,0.72,0.414,4,-12.661,1,0.0363,0.463,5.77e-06,0.112,0.525,124.997,215600,4,0
1135,0.557,0.798,6,-7.405,1,0.0935,0.000851,0.675,0.183,0.794,112.187,244093,4,6
1136,0.682,0.483,10,-7.718,1,0.0451,0.00103,0.0,0.159,0.108,84.012,280013,4,9
1137,0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857,225560,4,4
1138,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,269400,4,1
1139,0.656,0.65,0,-11.643,1,0.0574,0.634,0.0147,0.161,0.931,146.268,157040,3,11
1140,0.666,0.465,2,-11.785,1,0.0307,0.344,4.82e-06,0.497,0.771,132.808,152400,4,7
1141,0.498,0.723,10,-8.053,1,0.05,0.238,0.0,0.353,0.882,153.227,324040,4,3
1142,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,4,9
1143,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756,230613,4,4
1144,0.595,0.57,2,-11.301,1,0.0356,0.678,0.291,0.13,0.884,137.757,154907,4,0
1145,0.673,0.866,10,-8.34,1,0.0391,0.695,0.000231,0.328,0.839,93.224,143000,4,0
1146,0.486,0.693,8,-7.394,1,0.0317,0.412,0.0,0.0975,0.888,135.184,154467,4,10
1147,0.939,0.72,0,-5.565,1,0.216,0.0816,0.0,0.147,0.786,96.918,247400,4,4
1148,0.877,0.743,10,-11.995,0,0.0518,0.211,0.0487,0.0817,0.77,106.543,288067,4,5
1149,0.335,0.295,1,-10.831,1,0.0338,0.477,3.38e-06,0.0881,0.215,139.836,200267,4,2
1150,0.647,0.608,1,-10.035,1,0.0349,0.0553,0.0165,0.125,0.717,117.605,242867,4,1
1151,0.787,0.623,0,-8.241,1,0.0359,0.689,0.0932,0.144,0.869,128.327,116360,4,0
1152,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.949,174.943,190213,4,3
1153,0.283,0.254,4,-14.306,0,0.0314,0.142,1.22e-05,0.155,0.309,172.228,208293,4,8
1154,0.33,0.469,4,-12.371,0,0.0361,0.0835,3.37e-05,0.083,0.387,89.397,190360,4,8
1155,0.635,0.283,3,-12.224,1,0.033,0.732,0.0,0.0649,0.672,123.916,158105,4,0
1156,0.23,0.273,5,-13.277,1,0.0352,0.871,2.21e-06,0.059,0.0868,74.919,218840,4,2
1157,0.392,0.381,7,-11.793,1,0.0357,0.607,0.0017,0.201,0.607,91.351,289467,4,2
1158,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,320587,4,9
1159,0.747,0.226,7,-13.635,1,0.0415,0.908,0.000168,0.107,0.778,123.789,161960,4,0
1160,0.817,0.831,0,-5.732,1,0.03,0.309,0.0356,0.0762,0.963,121.364,264800,4,1
1161,0.268,0.459,7,-6.948,0,0.0346,0.378,0.0,0.119,0.172,64.223,179200,4,8
1162,0.582,0.5,2,-11.647,1,0.0459,0.636,9.71e-06,0.134,0.971,160.414,164520,4,0
1163,0.413,0.164,0,-14.579,1,0.0378,0.914,1.4e-05,0.0883,0.845,183.178,142000,4,2
1164,0.819,0.817,5,-5.652,1,0.0594,0.229,0.0265,0.0948,0.774,105.94,225400,4,3
1165,0.64,0.518,7,-7.96,1,0.0308,0.553,0.0,0.648,0.309,132.534,255373,4,7
1166,0.652,0.372,6,-15.445,0,0.0321,0.069,0.000197,0.0923,0.283,111.984,344773,4,8
1167,0.677,0.871,1,-7.997,1,0.0281,0.284,3.02e-05,0.405,0.898,98.446,268893,4,1
1168,0.671,0.447,9,-14.931,1,0.0718,0.305,1.61e-05,0.358,0.887,157.265,133947,4,0
1169,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,9
1170,0.371,0.24,7,-11.289,0,0.0319,0.856,1.02e-06,0.0577,0.286,75.405,218893,4,2
1171,0.444,0.426,7,-8.75,1,0.0346,0.812,0.0,0.14,0.308,103.999,178867,4,2
1172,0.566,0.409,7,-10.379,1,0.0265,0.702,3.36e-06,0.101,0.458,103.233,162867,4,2
1173,0.734,0.583,1,-10.652,0,0.126,0.152,0.0,0.0472,0.603,128.122,327693,4,5
1174,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,201587,4,1
1175,0.786,0.606,7,-10.124,1,0.0696,0.245,0.0,0.0752,0.864,127.576,188200,4,0
1176,0.662,0.719,9,-6.606,1,0.0298,0.107,0.0,0.102,0.511,95.001,224320,4,3
1177,0.645,0.782,11,-5.414,1,0.027,0.0321,0.0,0.492,0.79,106.686,246813,4,3
1178,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,4,5
1179,0.328,0.0835,7,-22.957,1,0.0321,0.924,0.00555,0.299,0.325,84.726,161773,3,11
1180,0.411,0.376,3,-13.847,0,0.043,0.33,1.18e-06,0.722,0.513,96.094,255907,4,7
1181,0.497,0.788,2,-8.687,1,0.037,0.376,0.0,0.193,0.919,166.961,182067,4,10
1182,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,303813,4,4
1183,0.39,0.236,3,-14.688,1,0.0291,0.7,0.00795,0.0843,0.546,173.154,222400,3,11
1184,0.392,0.213,9,-12.494,1,0.0415,0.903,1.01e-06,0.12,0.312,100.518,203507,3,11
1185,0.458,0.829,2,-6.253,1,0.0357,5.64e-05,0.000143,0.21,0.451,155.759,316733,4,9
1186,0.523,0.38,9,-8.025,1,0.0354,0.77,0.000152,0.143,0.3,127.663,132107,3,11
1187,0.589,0.962,7,-6.815,1,0.181,0.0502,0.00225,0.242,0.503,103.396,227827,4,3
1188,0.548,0.518,2,-8.037,1,0.0288,0.506,0.0,0.435,0.617,122.811,159533,4,7
1189,0.57,0.408,7,-9.932,1,0.0295,0.341,0.0,0.549,0.96,143.249,138360,4,7
1190,0.608,0.636,4,-6.438,0,0.0259,0.301,0.00601,0.209,0.641,107.079,243893,4,5
1191,0.806,0.706,0,-6.044,1,0.0909,0.028,0.0,0.07,0.608,112.985,312355,4,1
1192,0.627,0.814,2,-6.195,1,0.0706,0.864,0.00103,0.0998,0.958,105.788,135467,4,0
1193,0.646,0.618,4,-6.978,1,0.0339,0.765,1.33e-06,0.304,0.772,80.19,152427,4,0
1194,0.598,0.788,9,-14.328,1,0.0674,0.042,0.878,0.133,0.47,94.743,142800,4,6
1195,0.527,0.48,4,-9.61,1,0.028,0.334,0.0,0.0702,0.706,139.388,120853,4,0
1196,0.686,0.418,0,-9.744,1,0.0259,0.507,3.19e-05,0.17,0.692,112.437,137320,4,0
1197,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,253307,4,3
1198,0.455,0.417,5,-13.446,0,0.168,0.846,0.0,0.132,0.611,172.015,220520,4,8
1199,0.323,0.127,3,-15.66,1,0.0321,0.841,0.00413,0.117,0.394,92.637,200067,3,11
1200,0.628,0.504,9,-16.117,0,0.051,0.313,0.00976,0.23,0.965,207.956,250253,4,10
1201,0.802,0.356,4,-10.273,0,0.0414,0.552,0.148,0.31,0.782,119.966,164040,4,8
1202,0.589,0.348,2,-11.032,1,0.038,0.685,3.2e-06,0.0849,0.28,119.374,252707,4,2
1203,0.852,0.926,9,-7.368,0,0.0431,0.437,0.000395,0.0953,0.841,120.827,217200,4,5
1204,0.485,0.555,9,-6.928,1,0.0279,0.201,0.0,0.11,0.364,78.085,208000,4,9
1205,0.627,0.614,6,-6.006,0,0.17,0.0211,0.0,0.0286,0.758,96.038,208947,4,5
1206,0.532,0.0744,1,-16.092,1,0.0355,0.949,1.22e-05,0.106,0.125,117.131,270400,3,11
1207,0.734,0.9,2,-7.718,1,0.0766,0.0636,0.0,0.056,0.793,143.876,179800,4,1
1208,0.549,0.815,0,-9.225,1,0.0351,0.204,0.947,0.639,0.921,92.548,123640,4,6
1209,0.569,0.744,2,-5.757,0,0.181,0.369,0.0,0.256,0.59,145.063,316053,4,4
1210,0.624,0.692,9,-5.185,0,0.339,0.221,0.0,0.153,0.349,87.042,205560,4,4
1211,0.366,0.41,8,-7.354,1,0.0342,0.863,0.0,0.311,0.2,73.652,185533,4,2
1212,0.588,0.67,0,-8.044,1,0.0573,0.285,0.0,0.0768,0.794,118.051,236000,4,1
1213,0.446,0.489,11,-10.26,0,0.033,0.272,0.0,0.16,0.396,137.829,212627,4,8
1214,0.811,0.526,10,-8.669,0,0.0754,0.26,3.52e-05,0.0748,0.858,99.001,275080,4,5
1215,0.783,0.669,9,-9.438,1,0.043,0.355,0.0,0.0826,0.871,122.772,236693,4,3
1216,0.647,0.571,7,-6.003,0,0.0278,0.0501,0.887,0.0896,0.922,135.785,146067,4,6
1217,0.515,0.176,3,-12.955,1,0.0279,0.778,2.61e-06,0.201,0.517,91.771,157600,3,11
1218,0.301,0.328,10,-10.464,1,0.0312,0.818,0.000233,0.101,0.134,123.608,242800,4,2
1219,0.358,0.0378,9,-17.541,1,0.0449,0.914,0.000242,0.109,0.243,82.755,162413,4,2
1220,0.503,0.581,2,-6.651,1,0.0263,0.174,0.0,0.141,0.139,74.902,280027,4,9
1221,0.581,0.63,9,-7.836,1,0.0334,0.0925,0.0,0.0648,0.91,136.994,134840,3,11
1222,0.623,0.882,0,-2.574,1,0.0322,0.0205,0.0,0.194,0.525,127.98,232616,4,1
1223,0.601,0.666,5,-12.103,0,0.0536,0.0302,0.0,0.0255,0.9,126.78,151221,4,5
1224,0.49,0.208,8,-15.499,1,0.0304,0.85,1.85e-05,0.218,0.461,108.459,184960,3,11
1225,0.724,0.692,1,-6.75,1,0.324,0.0397,0.00477,0.314,0.532,96.937,237707,4,4
1226,0.577,0.42,1,-8.22,1,0.0256,0.2,0.0,0.0933,0.234,82.317,230493,3,11
1227,0.692,0.74,0,-7.466,1,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,215440,4,1
1228,0.541,0.251,2,-11.729,1,0.0329,0.793,0.0,0.228,0.642,134.041,145200,3,11
1229,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,265678,4,1
1230,0.775,0.476,11,-8.539,0,0.0355,0.191,0.0,0.132,0.928,131.4,160360,4,5
1231,0.554,0.459,5,-9.727,0,0.0365,0.863,0.948,0.144,0.461,79.892,162413,4,6
1232,0.557,0.448,9,-12.227,1,0.0308,0.2,0.0,0.175,0.733,93.658,206227,4,0
1233,0.724,0.692,1,-5.109,1,0.0333,0.0595,0.0108,0.0316,0.732,104.086,350267,4,1
1234,0.566,0.659,7,-11.976,1,0.0893,0.582,0.0,0.286,0.824,78.729,191093,4,0
1235,0.689,0.13,4,-17.185,1,0.0623,0.933,1.07e-05,0.11,0.397,134.161,135706,4,2
1236,0.672,0.527,5,-9.94,1,0.0374,0.321,0.0,0.0756,0.797,103.122,217440,4,0
1237,0.471,0.533,4,-14.226,1,0.0387,0.37,0.0,0.953,0.675,179.97,155533,4,7
